id,file_path,function_signature,body,parameters,examples
1543,..\pandas\reference\api\pandas.Index.equals.html,pandas.Index.equals,Index.equals(other)[source]# Determine if two Index object are equal. The things that are being compared are: The elements inside the Index object. The order of the elements inside the Index object.,Parameters: otherAnyThe other object to compare against. Returns: boolTrue if “other” is an Index and it has the same elements and order as the calling index; False otherwise.,"["">>> idx1 = pd.Index([1, 2, 3])\n>>> idx1\nIndex([1, 2, 3], dtype='int64')\n>>> idx1.equals(pd.Index([1, 2, 3]))\nTrue"", '>>> idx2 = pd.Index([""1"", ""2"", ""3""])\n>>> idx2\nIndex([\'1\', \'2\', \'3\'], dtype=\'object\')', '>>> idx1.equals(idx2)\nFalse', "">>> ascending_idx = pd.Index([1, 2, 3])\n>>> ascending_idx\nIndex([1, 2, 3], dtype='int64')\n>>> descending_idx = pd.Index([3, 2, 1])\n>>> descending_idx\nIndex([3, 2, 1], dtype='int64')\n>>> ascending_idx.equals(descending_idx)\nFalse"", "">>> int64_idx = pd.Index([1, 2, 3], dtype='int64')\n>>> int64_idx\nIndex([1, 2, 3], dtype='int64')\n>>> uint64_idx = pd.Index([1, 2, 3], dtype='uint64')\n>>> uint64_idx\nIndex([1, 2, 3], dtype='uint64')\n>>> int64_idx.equals(uint64_idx)\nTrue""]"
1544,..\pandas\reference\api\pandas.tseries.offsets.SemiMonthEnd.is_quarter_start.html,pandas.tseries.offsets.SemiMonthEnd.is_quarter_start,SemiMonthEnd.is_quarter_start(ts)# Return boolean whether a timestamp occurs on the quarter start.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_quarter_start(ts)\nTrue']"
1545,..\pandas\reference\api\pandas.tseries.offsets.BQuarterEnd.name.html,pandas.tseries.offsets.BQuarterEnd.name,BQuarterEnd.name# Return a string representing the base frequency.,No parameters found,"["">>> pd.offsets.Hour().name\n'h'"", "">>> pd.offsets.Hour(5).name\n'h'""]"
1546,..\pandas\reference\api\pandas.tseries.offsets.FY5253.get_rule_code_suffix.html,pandas.tseries.offsets.FY5253.get_rule_code_suffix,FY5253.get_rule_code_suffix()#,No parameters found,[]
1547,..\pandas\reference\api\pandas.plotting.boxplot.html,pandas.plotting.boxplot,"pandas.plotting.boxplot(data, column=None, by=None, ax=None, fontsize=None, rot=0, grid=True, figsize=None, layout=None, return_type=None, **kwargs)[source]# Make a box plot from DataFrame columns. Make a box-and-whisker plot from DataFrame columns, optionally grouped by some other columns. A box plot is a method for graphically depicting groups of numerical data through their quartiles. The box extends from the Q1 to Q3 quartile values of the data, with a line at the median (Q2). The whiskers extend from the edges of box to show the range of the data. By default, they extend no more than 1.5 * IQR (IQR = Q3 - Q1) from the edges of the box, ending at the farthest data point within that interval. Outliers are plotted as separate dots. For further details see Wikipedia’s entry for boxplot. Notes The return type depends on the return_type parameter: ‘axes’ : object of class matplotlib.axes.Axes ‘dict’ : dict of matplotlib.lines.Line2D objects ‘both’ : a namedtuple with structure (ax, lines) For data grouped with by, return a Series of the above or a numpy array: Series array (for return_type = None) Use return_type='dict' when you want to tweak the appearance of the lines after plotting. In this case a dict containing the Lines making up the boxes, caps, fliers, medians, and whiskers is returned.","Parameters: dataDataFrameThe data to visualize. columnstr or list of str, optionalColumn name or list of names, or vector. Can be any valid input to pandas.DataFrame.groupby(). bystr or array-like, optionalColumn in the DataFrame to pandas.DataFrame.groupby(). One box-plot will be done per value of columns in by. axobject of class matplotlib.axes.Axes, optionalThe matplotlib axes to be used by boxplot. fontsizefloat or strTick label font size in points or as a string (e.g., large). rotfloat, default 0The rotation angle of labels (in degrees) with respect to the screen coordinate system. gridbool, default TrueSetting this to True will show the grid. figsizeA tuple (width, height) in inchesThe size of the figure to create in matplotlib. layouttuple (rows, columns), optionalFor example, (3, 5) will display the subplots using 3 rows and 5 columns, starting from the top-left. return_type{‘axes’, ‘dict’, ‘both’} or None, default ‘axes’The kind of object to return. The default is axes. ‘axes’ returns the matplotlib axes the boxplot is drawn on. ‘dict’ returns a dictionary whose values are the matplotlib Lines of the boxplot. ‘both’ returns a namedtuple with the axes and dict. when grouping with by, a Series mapping columns to return_type is returned. If return_type is None, a NumPy array of axes with the same shape as layout is returned. **kwargsAll other plotting keyword arguments to be passed to matplotlib.pyplot.boxplot(). Returns: resultSee Notes.","["">>> np.random.seed(1234)\n>>> df = pd.DataFrame(np.random.randn(10, 4),\n...                   columns=['Col1', 'Col2', 'Col3', 'Col4'])\n>>> boxplot = df.boxplot(column=['Col1', 'Col2', 'Col3'])"", "">>> df = pd.DataFrame(np.random.randn(10, 2),\n...                   columns=['Col1', 'Col2'])\n>>> df['X'] = pd.Series(['A', 'A', 'A', 'A', 'A',\n...                      'B', 'B', 'B', 'B', 'B'])\n>>> boxplot = df.boxplot(by='X')"", "">>> df = pd.DataFrame(np.random.randn(10, 3),\n...                   columns=['Col1', 'Col2', 'Col3'])\n>>> df['X'] = pd.Series(['A', 'A', 'A', 'A', 'A',\n...                      'B', 'B', 'B', 'B', 'B'])\n>>> df['Y'] = pd.Series(['A', 'B', 'A', 'B', 'A',\n...                      'B', 'A', 'B', 'A', 'B'])\n>>> boxplot = df.boxplot(column=['Col1', 'Col2'], by=['X', 'Y'])"", "">>> boxplot = df.boxplot(column=['Col1', 'Col2'], by='X',\n...                      layout=(2, 1))"", '>>> boxplot = df.boxplot(grid=False, rot=45, fontsize=15)', "">>> boxplot = df.boxplot(column=['Col1', 'Col2'], return_type='axes')\n>>> type(boxplot)\n<class 'matplotlib.axes._axes.Axes'>"", "">>> boxplot = df.boxplot(column=['Col1', 'Col2'], by='X',\n...                      return_type='axes')\n>>> type(boxplot)\n<class 'pandas.core.series.Series'>"", "">>> boxplot = df.boxplot(column=['Col1', 'Col2'], by='X',\n...                      return_type=None)\n>>> type(boxplot)\n<class 'numpy.ndarray'>""]"
1548,..\pandas\reference\api\pandas.DataFrame.mean.html,pandas.DataFrame.mean,"DataFrame.mean(axis=0, skipna=True, numeric_only=False, **kwargs)[source]# Return the mean of the values over the requested axis.","Parameters: axis{index (0), columns (1)}Axis for the function to be applied on. For Series this parameter is unused and defaults to 0. For DataFrames, specifying axis=None will apply the aggregation across both axes. Added in version 2.0.0. skipnabool, default TrueExclude NA/null values when computing the result. numeric_onlybool, default FalseInclude only float, int, boolean columns. Not implemented for Series. **kwargsAdditional keyword arguments to be passed to the function. Returns: Series or scalar","['>>> s = pd.Series([1, 2, 3])\n>>> s.mean()\n2.0', "">>> df = pd.DataFrame({'a': [1, 2], 'b': [2, 3]}, index=['tiger', 'zebra'])\n>>> df\n       a   b\ntiger  1   2\nzebra  2   3\n>>> df.mean()\na   1.5\nb   2.5\ndtype: float64"", '>>> df.mean(axis=1)\ntiger   1.5\nzebra   2.5\ndtype: float64', "">>> df = pd.DataFrame({'a': [1, 2], 'b': ['T', 'Z']},\n...                   index=['tiger', 'zebra'])\n>>> df.mean(numeric_only=True)\na   1.5\ndtype: float64""]"
1549,..\pandas\reference\api\pandas.Series.size.html,pandas.Series.size,property Series.size[source]# Return the number of elements in the underlying data.,No parameters found,"["">>> s = pd.Series(['Ant', 'Bear', 'Cow'])\n>>> s\n0     Ant\n1    Bear\n2     Cow\ndtype: object\n>>> s.size\n3"", "">>> idx = pd.Index([1, 2, 3])\n>>> idx\nIndex([1, 2, 3], dtype='int64')\n>>> idx.size\n3""]"
1550,..\pandas\reference\api\pandas.Index.factorize.html,pandas.Index.factorize,"Index.factorize(sort=False, use_na_sentinel=True)[source]# Encode the object as an enumerated type or categorical variable. This method is useful for obtaining a numeric representation of an array when all that matters is identifying distinct values. factorize is available as both a top-level function pandas.factorize(), and as a method Series.factorize() and Index.factorize(). Notes Reference the user guide for more examples.","Parameters: sortbool, default FalseSort uniques and shuffle codes to maintain the relationship. use_na_sentinelbool, default TrueIf True, the sentinel -1 will be used for NaN values. If False, NaN values will be encoded as non-negative integers and will not drop the NaN from the uniques of the values. Added in version 1.5.0. Returns: codesndarrayAn integer ndarray that’s an indexer into uniques. uniques.take(codes) will have the same values as values. uniquesndarray, Index, or CategoricalThe unique valid values. When values is Categorical, uniques is a Categorical. When values is some other pandas object, an Index is returned. Otherwise, a 1-D ndarray is returned. Note Even if there’s a missing value in values, uniques will not contain an entry for it.","['>>> codes, uniques = pd.factorize(np.array([\'b\', \'b\', \'a\', \'c\', \'b\'], dtype=""O""))\n>>> codes\narray([0, 0, 1, 2, 0])\n>>> uniques\narray([\'b\', \'a\', \'c\'], dtype=object)', '>>> codes, uniques = pd.factorize(np.array([\'b\', \'b\', \'a\', \'c\', \'b\'], dtype=""O""),\n...                               sort=True)\n>>> codes\narray([1, 1, 0, 2, 1])\n>>> uniques\narray([\'a\', \'b\', \'c\'], dtype=object)', '>>> codes, uniques = pd.factorize(np.array([\'b\', None, \'a\', \'c\', \'b\'], dtype=""O""))\n>>> codes\narray([ 0, -1,  1,  2,  0])\n>>> uniques\narray([\'b\', \'a\', \'c\'], dtype=object)', "">>> cat = pd.Categorical(['a', 'a', 'c'], categories=['a', 'b', 'c'])\n>>> codes, uniques = pd.factorize(cat)\n>>> codes\narray([0, 0, 1])\n>>> uniques\n['a', 'c']\nCategories (3, object): ['a', 'b', 'c']"", "">>> cat = pd.Series(['a', 'a', 'c'])\n>>> codes, uniques = pd.factorize(cat)\n>>> codes\narray([0, 0, 1])\n>>> uniques\nIndex(['a', 'c'], dtype='object')"", '>>> values = np.array([1, 2, 1, np.nan])\n>>> codes, uniques = pd.factorize(values)  # default: use_na_sentinel=True\n>>> codes\narray([ 0,  1,  0, -1])\n>>> uniques\narray([1., 2.])', '>>> codes, uniques = pd.factorize(values, use_na_sentinel=False)\n>>> codes\narray([0, 1, 0, 2])\n>>> uniques\narray([ 1.,  2., nan])']"
1551,..\pandas\reference\api\pandas.tseries.offsets.SemiMonthEnd.is_year_end.html,pandas.tseries.offsets.SemiMonthEnd.is_year_end,SemiMonthEnd.is_year_end(ts)# Return boolean whether a timestamp occurs on the year end.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_year_end(ts)\nFalse']"
1552,..\pandas\reference\api\pandas.tseries.offsets.FY5253.get_year_end.html,pandas.tseries.offsets.FY5253.get_year_end,FY5253.get_year_end(dt)#,No parameters found,[]
1553,..\pandas\reference\api\pandas.tseries.offsets.BQuarterEnd.nanos.html,pandas.tseries.offsets.BQuarterEnd.nanos,BQuarterEnd.nanos#,No parameters found,[]
1554,..\pandas\reference\api\pandas.plotting.deregister_matplotlib_converters.html,pandas.plotting.deregister_matplotlib_converters,"pandas.plotting.deregister_matplotlib_converters()[source]# Remove pandas formatters and converters. Removes the custom converters added by register(). This attempts to set the state of the registry back to the state before pandas registered its own units. Converters for pandas’ own types like Timestamp and Period are removed completely. Converters for types pandas overwrites, like datetime.datetime, are restored to their original value.",No parameters found,"['>>> pd.plotting.register_matplotlib_converters()', "">>> df = pd.DataFrame({'ts': pd.period_range('2020', periods=2, freq='M'),\n...                    'y': [1, 2]\n...                    })\n>>> plot = df.plot.line(x='ts', y='y')"", '>>> pd.set_option(""plotting.matplotlib.register_converters"",\n...               False)  \n>>> df.plot.line(x=\'ts\', y=\'y\')  \nTraceback (most recent call last):\nTypeError: float() argument must be a string or a real number, not \'Period\'']"
1555,..\pandas\reference\api\pandas.DataFrame.median.html,pandas.DataFrame.median,"DataFrame.median(axis=0, skipna=True, numeric_only=False, **kwargs)[source]# Return the median of the values over the requested axis.","Parameters: axis{index (0), columns (1)}Axis for the function to be applied on. For Series this parameter is unused and defaults to 0. For DataFrames, specifying axis=None will apply the aggregation across both axes. Added in version 2.0.0. skipnabool, default TrueExclude NA/null values when computing the result. numeric_onlybool, default FalseInclude only float, int, boolean columns. Not implemented for Series. **kwargsAdditional keyword arguments to be passed to the function. Returns: Series or scalar","['>>> s = pd.Series([1, 2, 3])\n>>> s.median()\n2.0', "">>> df = pd.DataFrame({'a': [1, 2], 'b': [2, 3]}, index=['tiger', 'zebra'])\n>>> df\n       a   b\ntiger  1   2\nzebra  2   3\n>>> df.median()\na   1.5\nb   2.5\ndtype: float64"", '>>> df.median(axis=1)\ntiger   1.5\nzebra   2.5\ndtype: float64', "">>> df = pd.DataFrame({'a': [1, 2], 'b': ['T', 'Z']},\n...                   index=['tiger', 'zebra'])\n>>> df.median(numeric_only=True)\na   1.5\ndtype: float64""]"
